video_id,title,description,channel_id,channel_title,published_at,category_id,duration,definition,caption_status,live_broadcast_content,tags,view_count,like_count,comment_count,favorite_count,data_source,duration_seconds,is_outlier,publication_date,publication_year,publication_month,publication_month_name,publication_day,publication_day_name,publication_hour,posting_time_group,video_duration_seconds,video_duration_minutes,duration_category,total_interactions,engagement_rate,like_rate,comment_rate,video_age_days,views_per_day,likes_per_day,comments_per_day,performance_category
Dscmc7G-IqW,The Ultimate ETL Guide,[SYNTHETIC] The Ultimate ETL Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-10-24 20:51:08+00:00,24,PT7M18S,sd,False,none,Business Intelligence|NumPy,29762,429,349,0,SYNTHETIC_SAMPLE,438,False,2022-10-25,2022,10,October,25,Tuesday,2,Late Night,438,7.3,Medium,778,2.6141,1.4414,1.1726,1387,21.46,0.31,0.25,Low
_FF7HZUfM0I,Advanced Deep Learning Techniques,[SYNTHETIC] Advanced Deep Learning Techniques — sample description for demo purposes.,UC_DATA002,DataDriven,2023-05-14 23:37:48+00:00,22,PT12M30S,hd,True,none,Data Science|Visualization|Data Engineering|Dashboard,96723,7024,590,0,SYNTHETIC_SAMPLE,750,False,2023-05-15,2023,5,May,15,Monday,5,Late Night,750,12.5,Medium,7614,7.872,7.262,0.61,1185,81.62,5.93,0.5,High
OYdQzGVkb2R,Why Data Engineering is the Future of Tech,[SYNTHETIC] Why Data Engineering is the Future of Tech — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-11-12 16:16:01+00:00,27,PT11M1S,hd,True,none,Pandas|Statistics,10128,537,68,0,SYNTHETIC_SAMPLE,661,False,2023-11-12,2023,11,November,12,Sunday,21,Night,661,11.02,Medium,605,5.9735,5.3021,0.6714,1004,10.09,0.53,0.07,Average
WKHzPphVFyJ,I Tried Data Analytics for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Data Analytics for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2023-02-11 15:44:30+00:00,24,PT12M40S,sd,False,none,Data Science|ETL|Tableau,20007,1528,117,0,SYNTHETIC_SAMPLE,760,False,2023-02-11,2023,2,February,11,Saturday,21,Night,760,12.67,Medium,1645,8.2221,7.6373,0.5848,1278,15.65,1.2,0.09,High
9-QTJstkTSl,Build a SQL Dashboard from Scratch,[SYNTHETIC] Build a SQL Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2023-07-16 13:24:19+00:00,27,PT12M35S,hd,True,none,Machine Learning|Pandas|ETL,7953,634,97,0,SYNTHETIC_SAMPLE,755,False,2023-07-16,2023,7,July,16,Sunday,18,Evening,755,12.58,Medium,731,9.1915,7.9718,1.2197,1123,7.08,0.56,0.09,Viral
ezTEAAKiueD,I Tried Visualization for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Visualization for 30 Days — Here's What Happened — sample description for demo purposes.,UC_TECH001,TechInsights,2024-03-14 16:34:45+00:00,22,PT14M24S,sd,True,none,Machine Learning|Deep Learning|Data Analytics,11900,227,158,0,SYNTHETIC_SAMPLE,864,False,2024-03-14,2024,3,March,14,Thursday,22,Night,864,14.4,Medium,385,3.2353,1.9076,1.3277,881,13.51,0.26,0.18,Low
8Hsfm9rONfP,Machine Learning Explained in 10 Minutes,[SYNTHETIC] Machine Learning Explained in 10 Minutes — sample description for demo purposes.,UC_DATA002,DataDriven,2024-07-08 08:13:04+00:00,25,PT10M30S,hd,True,none,Data Analytics|Python|SQL|Dashboard,79537,5999,299,0,SYNTHETIC_SAMPLE,630,False,2024-07-08,2024,7,July,8,Monday,13,Afternoon,630,10.5,Medium,6298,7.9183,7.5424,0.3759,765,103.97,7.84,0.39,High
PtpZzDSkADv,I Tried Deep Learning for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Deep Learning for 30 Days — Here's What Happened — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-08-12 04:21:25+00:00,27,PT13M29S,sd,False,none,AI|Machine Learning|Statistics|NumPy,76366,5515,642,0,SYNTHETIC_SAMPLE,809,False,2022-08-12,2022,8,August,12,Friday,9,Morning,809,13.48,Medium,6157,8.0625,7.2218,0.8407,1461,52.27,3.77,0.44,High
syNp3kuKuWF,Build a Pandas Dashboard from Scratch,[SYNTHETIC] Build a Pandas Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2024-03-10 14:19:58+00:00,22,PT2M55S,sd,False,none,ETL|Python|SQL|Tableau,27516,752,52,0,SYNTHETIC_SAMPLE,175,False,2024-03-10,2024,3,March,10,Sunday,19,Evening,175,2.92,Short,804,2.9219,2.733,0.189,885,31.09,0.85,0.06,Low
1Rsagiqxzcd,I Tried Tableau for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Tableau for 30 Days — Here's What Happened — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-22 18:03:03+00:00,27,PT5M51S,hd,False,none,SQL|AI|Data Engineering|Dashboard,40010,1188,366,0,SYNTHETIC_SAMPLE,351,False,2024-05-22,2024,5,May,22,Wednesday,23,Night,351,5.85,Medium,1554,3.884,2.9693,0.9148,811,49.33,1.46,0.45,Average
JxjMzccTZHj,Complete Power BI Course — Zero to Hero,[SYNTHETIC] Complete Power BI Course — Zero to Hero — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-03-11 19:26:48+00:00,25,PT41M54S,hd,False,none,Excel|AI|Data Science|ETL,23150,836,342,0,SYNTHETIC_SAMPLE,2514,False,2024-03-12,2024,3,March,12,Tuesday,0,Late Night,2514,41.9,Long,1178,5.0886,3.6112,1.4773,883,26.22,0.95,0.39,Average
xR_LYUSbE9Y,Dashboard vs Everything — Which is Best?,[SYNTHETIC] Dashboard vs Everything — Which is Best? — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-06-17 15:05:10+00:00,25,PT14M36S,hd,True,none,Excel|Dashboard|AI|SQL|Deep Learning,11527,357,142,0,SYNTHETIC_SAMPLE,876,False,2024-06-17,2024,6,June,17,Monday,20,Evening,876,14.6,Medium,499,4.329,3.0971,1.2319,786,14.67,0.45,0.18,Average
nGNE2UTHJ-E,Top 10 Power BI Tips and Tricks,[SYNTHETIC] Top 10 Power BI Tips and Tricks — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-08-09 09:02:45+00:00,28,PT2M20S,sd,True,none,Visualization|Business Intelligence|Statistics|Dashboard|AI,69431,2729,450,0,SYNTHETIC_SAMPLE,140,False,2023-08-09,2023,8,August,9,Wednesday,14,Afternoon,140,2.33,Short,3179,4.5786,3.9305,0.6481,1099,63.18,2.48,0.41,Average
_tsnTuw7Yrh,Top 10 ETL Tips and Tricks,[SYNTHETIC] Top 10 ETL Tips and Tricks — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-11-17 02:18:20+00:00,25,PT34M3S,sd,False,none,Machine Learning|Data Science|Data Analytics|Visualization,94982,4660,357,0,SYNTHETIC_SAMPLE,2043,False,2024-11-17,2024,11,November,17,Sunday,7,Morning,2043,34.05,Long,5017,5.2821,4.9062,0.3759,633,150.05,7.36,0.56,Average
rJrgVpd5oog,The Ultimate Data Engineering Guide,[SYNTHETIC] The Ultimate Data Engineering Guide — sample description for demo purposes.,UC_DATA002,DataDriven,2023-05-29 02:14:19+00:00,22,PT13M10S,sd,True,none,Python|Excel|Deep Learning,28737,717,359,0,SYNTHETIC_SAMPLE,790,False,2023-05-29,2023,5,May,29,Monday,7,Morning,790,13.17,Medium,1076,3.7443,2.495,1.2493,1171,24.54,0.61,0.31,Low
XPoV2c6A17c,Learn Tableau the Right Way,[SYNTHETIC] Learn Tableau the Right Way — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-09-09 17:01:49+00:00,24,PT36M56S,sd,True,none,Data Analytics|Python|Data Science|ETL,78451,2351,106,0,SYNTHETIC_SAMPLE,2216,False,2023-09-09,2023,9,September,9,Saturday,22,Night,2216,36.93,Long,2457,3.1319,2.9968,0.1351,1068,73.46,2.2,0.1,Low
iGrZvUPTavs,Build a Data Science Dashboard from Scratch,[SYNTHETIC] Build a Data Science Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2024-11-13 15:29:48+00:00,22,PT52M6S,hd,True,none,Deep Learning|Dashboard|Business Intelligence|Data Analytics|Tableau,1293,60,17,0,SYNTHETIC_SAMPLE,3126,False,2024-11-13,2024,11,November,13,Wednesday,20,Evening,3126,52.1,Long,77,5.9551,4.6404,1.3148,637,2.03,0.09,0.03,Average
CrvLKqxpQDk,Build a Machine Learning Dashboard from Scratch,[SYNTHETIC] Build a Machine Learning Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2024-12-01 18:40:42+00:00,27,PT9M14S,sd,True,none,Statistics|Pandas|Dashboard|SQL,80437,842,487,0,SYNTHETIC_SAMPLE,554,False,2024-12-02,2024,12,December,2,Monday,0,Late Night,554,9.23,Medium,1329,1.6522,1.0468,0.6054,618,130.16,1.36,0.79,Low
EIQnpW3fCTe,Data Engineering Interview Questions and Answers,[SYNTHETIC] Data Engineering Interview Questions and Answers — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-26 09:44:04+00:00,27,PT40M31S,hd,True,none,Visualization|Machine Learning|Excel,13321,520,112,0,SYNTHETIC_SAMPLE,2431,False,2024-05-26,2024,5,May,26,Sunday,15,Afternoon,2431,40.52,Long,632,4.7444,3.9036,0.8408,808,16.49,0.64,0.14,Average
CdiAKJRtbqa,How to Master Data Engineering in 2024,[SYNTHETIC] How to Master Data Engineering in 2024 — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-12-05 11:56:58+00:00,25,PT14M57S,hd,True,none,Statistics|SQL|Data Analytics|Data Engineering|ETL,17462,772,236,0,SYNTHETIC_SAMPLE,897,False,2022-12-05,2022,12,December,5,Monday,17,Evening,897,14.95,Medium,1008,5.7725,4.421,1.3515,1346,12.97,0.57,0.18,Average
PA-y36yRQIP,Data Science Full Project Walkthrough,[SYNTHETIC] Data Science Full Project Walkthrough — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-06-25 05:48:04+00:00,28,PT7M18S,hd,True,none,Dashboard|Machine Learning|Pandas|Deep Learning|Python,13396,852,196,0,SYNTHETIC_SAMPLE,438,False,2023-06-25,2023,6,June,25,Sunday,11,Morning,438,7.3,Medium,1048,7.8232,6.3601,1.4631,1144,11.71,0.74,0.17,High
pwr7UhZAX4b,The Ultimate Data Engineering Guide,[SYNTHETIC] The Ultimate Data Engineering Guide — sample description for demo purposes.,UC_TECH001,TechInsights,2022-11-17 03:16:47+00:00,22,PT12M14S,hd,True,none,Data Engineering|Data Analytics,4604,217,57,0,SYNTHETIC_SAMPLE,734,False,2022-11-17,2022,11,November,17,Thursday,8,Morning,734,12.23,Medium,274,5.9513,4.7133,1.2381,1364,3.38,0.16,0.04,Average
i-o6KKX0p4-,Build a AI Dashboard from Scratch,[SYNTHETIC] Build a AI Dashboard from Scratch — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-03-20 17:38:52+00:00,28,PT8M42S,hd,False,none,NumPy|Data Analytics|Excel|Business Intelligence,34572,2171,406,0,SYNTHETIC_SAMPLE,522,False,2024-03-20,2024,3,March,20,Wednesday,23,Night,522,8.7,Medium,2577,7.454,6.2796,1.1744,874,39.56,2.48,0.46,High
uAjyWE2tTZ6,ETL Tutorial for Beginners,[SYNTHETIC] ETL Tutorial for Beginners — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-05-23 15:16:04+00:00,25,PT58M56S,sd,False,none,AI|Pandas|NumPy,27630,1574,328,0,SYNTHETIC_SAMPLE,3536,False,2024-05-23,2024,5,May,23,Thursday,20,Evening,3536,58.93,Long,1902,6.8838,5.6967,1.1871,811,34.07,1.94,0.4,Average
mrRM3mWUJE3,Advanced SQL Techniques,[SYNTHETIC] Advanced SQL Techniques — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-06-02 05:48:33+00:00,22,PT11M19S,sd,True,none,Tableau|Power BI|ETL,265107,4366,2917,0,SYNTHETIC_SAMPLE,679,True,2023-06-02,2023,6,June,2,Friday,11,Morning,679,11.32,Medium,7283,2.7472,1.6469,1.1003,1167,227.17,3.74,2.5,Low
DPtx4DZUWun,Tableau Full Project Walkthrough,[SYNTHETIC] Tableau Full Project Walkthrough — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-05-02 02:34:42+00:00,25,PT52M42S,sd,True,none,Machine Learning|Python|NumPy,24160,785,111,0,SYNTHETIC_SAMPLE,3162,False,2023-05-02,2023,5,May,2,Tuesday,8,Morning,3162,52.7,Long,896,3.7086,3.2492,0.4594,1198,20.17,0.66,0.09,Low
J8vWFUVDUwi,Top 10 Machine Learning Tips and Tricks,[SYNTHETIC] Top 10 Machine Learning Tips and Tricks — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-04-29 00:43:26+00:00,22,PT11M28S,sd,True,none,Dashboard|Data Analytics,6822,340,27,0,SYNTHETIC_SAMPLE,688,False,2024-04-29,2024,4,April,29,Monday,6,Morning,688,11.47,Medium,367,5.3797,4.9839,0.3958,835,8.17,0.41,0.03,Average
aGxNQNEFaJa,Python Full Project Walkthrough,[SYNTHETIC] Python Full Project Walkthrough — sample description for demo purposes.,UC_DATA002,DataDriven,2024-04-02 10:07:13+00:00,28,PT3M41S,sd,False,none,Dashboard|Deep Learning,16429,430,176,0,SYNTHETIC_SAMPLE,221,False,2024-04-02,2024,4,April,2,Tuesday,15,Afternoon,221,3.68,Short,606,3.6886,2.6173,1.0713,862,19.06,0.5,0.2,Low
wYf9DpSt0f-,Power BI vs Everything — Which is Best?,[SYNTHETIC] Power BI vs Everything — Which is Best? — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-10-06 13:49:16+00:00,28,PT1M49S,hd,True,none,AI|Visualization|ETL|Python|Business Intelligence,59992,3202,249,0,SYNTHETIC_SAMPLE,109,False,2024-10-06,2024,10,October,6,Sunday,19,Evening,109,1.82,Short,3451,5.7524,5.3374,0.4151,675,88.88,4.74,0.37,Average
2gHcn34Ece7,Build a SQL Dashboard from Scratch,[SYNTHETIC] Build a SQL Dashboard from Scratch — sample description for demo purposes.,UC_TECH001,TechInsights,2024-04-23 13:39:06+00:00,27,PT59M2S,hd,True,none,Python|Tableau|Machine Learning|AI,74182,4814,645,0,SYNTHETIC_SAMPLE,3542,False,2024-04-23,2024,4,April,23,Tuesday,19,Evening,3542,59.03,Long,5459,7.3589,6.4894,0.8695,841,88.21,5.72,0.77,High
5vWi-UG_dB1,Complete Data Science Course — Zero to Hero,[SYNTHETIC] Complete Data Science Course — Zero to Hero — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-06-14 02:13:04+00:00,28,PT14M40S,sd,False,none,NumPy|Data Engineering,9532,652,58,0,SYNTHETIC_SAMPLE,880,False,2023-06-14,2023,6,June,14,Wednesday,7,Morning,880,14.67,Medium,710,7.4486,6.8401,0.6085,1155,8.25,0.56,0.05,High
yXsperyYjyx,Statistics vs Everything — Which is Best?,[SYNTHETIC] Statistics vs Everything — Which is Best? — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-05-23 04:07:44+00:00,27,PT44M29S,hd,False,none,Statistics|NumPy|Power BI|SQL|Data Analytics,22216,511,199,0,SYNTHETIC_SAMPLE,2669,False,2022-05-23,2022,5,May,23,Monday,9,Morning,2669,44.48,Long,710,3.1959,2.3001,0.8958,1542,14.41,0.33,0.13,Low
JMY3aAXUJ-p,Data Engineering vs Everything — Which is Best?,[SYNTHETIC] Data Engineering vs Everything — Which is Best? — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-03-20 12:11:06+00:00,24,PT11M57S,hd,False,none,Machine Learning|NumPy|Data Science,22470,387,40,0,SYNTHETIC_SAMPLE,717,False,2024-03-20,2024,3,March,20,Wednesday,17,Evening,717,11.95,Medium,427,1.9003,1.7223,0.178,875,25.68,0.44,0.05,Low
eqpOMmgt8vN,How to Master Machine Learning in 2024,[SYNTHETIC] How to Master Machine Learning in 2024 — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-05-27 22:12:20+00:00,24,PT9M42S,sd,False,none,Machine Learning|Data Science|Business Intelligence|Dashboard|Statistics,47962,1893,360,0,SYNTHETIC_SAMPLE,582,False,2023-05-28,2023,5,May,28,Sunday,3,Late Night,582,9.7,Medium,2253,4.6975,3.9469,0.7506,1172,40.92,1.62,0.31,Average
FKpy0zhKLIR,Complete Business Intelligence Course — Zero to Hero,[SYNTHETIC] Complete Business Intelligence Course — Zero to Hero — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-05-04 13:10:59+00:00,24,PT36M48S,hd,False,none,Data Engineering|Data Science|SQL,19379,589,204,0,SYNTHETIC_SAMPLE,2208,False,2024-05-04,2024,5,May,4,Saturday,18,Evening,2208,36.8,Long,793,4.0921,3.0394,1.0527,830,23.35,0.71,0.25,Average
Ye-EzG6SIYx,The Ultimate Machine Learning Guide,[SYNTHETIC] The Ultimate Machine Learning Guide — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-04-14 01:18:21+00:00,24,PT9M18S,hd,True,none,Statistics|Excel|Data Analytics,12148,681,132,0,SYNTHETIC_SAMPLE,558,False,2024-04-14,2024,4,April,14,Sunday,6,Morning,558,9.3,Medium,813,6.6925,5.6059,1.0866,850,14.29,0.8,0.16,Average
JSoxDRSj-Es,How to Master Deep Learning in 2024,[SYNTHETIC] How to Master Deep Learning in 2024 — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-05-14 08:53:56+00:00,22,PT2M6S,hd,True,none,Data Science|Business Intelligence|Data Engineering|AI,11244,287,127,0,SYNTHETIC_SAMPLE,126,False,2022-05-14,2022,5,May,14,Saturday,14,Afternoon,126,2.1,Short,414,3.682,2.5525,1.1295,1551,7.25,0.19,0.08,Low
ecTbvgZ7VHJ,Why ETL is the Future of Tech,[SYNTHETIC] Why ETL is the Future of Tech — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-05-30 04:11:19+00:00,25,PT12M28S,sd,False,none,AI|Excel|Dashboard,7771,470,54,0,SYNTHETIC_SAMPLE,748,False,2023-05-30,2023,5,May,30,Tuesday,9,Morning,748,12.47,Medium,524,6.743,6.0481,0.6949,1170,6.64,0.4,0.05,Average
anrTYKZIxmh,Python Interview Questions and Answers,[SYNTHETIC] Python Interview Questions and Answers — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-11-07 21:33:41+00:00,24,PT8M22S,sd,False,none,AI|Power BI|Statistics|Excel|Deep Learning,25680,1064,172,0,SYNTHETIC_SAMPLE,502,False,2024-11-08,2024,11,November,8,Friday,3,Late Night,502,8.37,Medium,1236,4.8131,4.1433,0.6698,642,40.0,1.66,0.27,Average
RuphxjyMKBF,Excel Project Ideas for Your Resume,[SYNTHETIC] Excel Project Ideas for Your Resume — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-04-14 18:57:04+00:00,25,PT10M4S,hd,True,none,Data Science|Machine Learning|Excel|ETL|Deep Learning,16414,1219,148,0,SYNTHETIC_SAMPLE,604,False,2024-04-15,2024,4,April,15,Monday,0,Late Night,604,10.07,Medium,1367,8.3283,7.4266,0.9017,849,19.33,1.44,0.17,High
yJPAFTCkKYo,Data Analytics Project Ideas for Your Resume,[SYNTHETIC] Data Analytics Project Ideas for Your Resume — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-02-20 18:57:40+00:00,25,PT5M9S,sd,True,none,Excel|Data Engineering|ETL|NumPy,12073,530,40,0,SYNTHETIC_SAMPLE,309,False,2022-02-21,2022,2,February,21,Monday,0,Late Night,309,5.15,Medium,570,4.7213,4.39,0.3313,1633,7.39,0.32,0.02,Average
WCnBVPp3cq3,Power BI Explained in 10 Minutes,[SYNTHETIC] Power BI Explained in 10 Minutes — sample description for demo purposes.,UC_DATA002,DataDriven,2022-05-16 02:57:41+00:00,25,PT40M3S,sd,True,none,Tableau|Statistics|Deep Learning,22639,1085,259,0,SYNTHETIC_SAMPLE,2403,False,2022-05-16,2022,5,May,16,Monday,8,Morning,2403,40.05,Long,1344,5.9367,4.7926,1.144,1549,14.62,0.7,0.17,Average
IMk_sK8G50i,Learn Machine Learning the Right Way,[SYNTHETIC] Learn Machine Learning the Right Way — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-10-02 09:25:09+00:00,25,PT8M31S,hd,False,none,Machine Learning|Pandas|Visualization,3659,242,32,0,SYNTHETIC_SAMPLE,511,False,2023-10-02,2023,10,October,2,Monday,14,Afternoon,511,8.52,Medium,274,7.4884,6.6138,0.8746,1045,3.5,0.23,0.03,High
CO4fGr7x8ua,Build a AI Dashboard from Scratch,[SYNTHETIC] Build a AI Dashboard from Scratch — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-05-25 16:34:21+00:00,27,PT3M41S,sd,False,none,Visualization|AI,15091,434,98,0,SYNTHETIC_SAMPLE,221,False,2022-05-25,2022,5,May,25,Wednesday,22,Night,221,3.68,Short,532,3.5253,2.8759,0.6494,1540,9.8,0.28,0.06,Low
KFvRdgYDh2C,Build a Tableau Dashboard from Scratch,[SYNTHETIC] Build a Tableau Dashboard from Scratch — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-01-02 01:12:01+00:00,24,PT9M50S,sd,True,none,Data Science|Excel|NumPy,29826,1003,264,0,SYNTHETIC_SAMPLE,590,False,2022-01-02,2022,1,January,2,Sunday,6,Morning,590,9.83,Medium,1267,4.248,3.3628,0.8851,1683,17.72,0.6,0.16,Average
UWBfgneLHCa,How to Master NumPy in 2024,[SYNTHETIC] How to Master NumPy in 2024 — sample description for demo purposes.,UC_DATA002,DataDriven,2023-06-18 17:22:21+00:00,22,PT7M49S,hd,False,none,ETL|SQL|Pandas,11455,156,109,0,SYNTHETIC_SAMPLE,469,False,2023-06-18,2023,6,June,18,Sunday,22,Night,469,7.82,Medium,265,2.3134,1.3619,0.9515,1150,9.96,0.14,0.09,Low
Wi-jHaPCUOj,How to Master Power BI in 2024,[SYNTHETIC] How to Master Power BI in 2024 — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-10-02 13:39:26+00:00,28,PT10M6S,sd,True,none,Power BI|Machine Learning,14832,290,173,0,SYNTHETIC_SAMPLE,606,False,2023-10-02,2023,10,October,2,Monday,19,Evening,606,10.1,Medium,463,3.1216,1.9552,1.1664,1045,14.19,0.28,0.17,Low
PpMUs8b24nM,Why AI is the Future of Tech,[SYNTHETIC] Why AI is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-21 01:15:07+00:00,25,PT36M29S,sd,False,none,Pandas|ETL,48718,3184,199,0,SYNTHETIC_SAMPLE,2189,False,2022-10-21,2022,10,October,21,Friday,6,Morning,2189,36.48,Long,3383,6.944,6.5356,0.4085,1391,35.02,2.29,0.14,High
-7i3KxRW9Xb,Build a Pandas Dashboard from Scratch,[SYNTHETIC] Build a Pandas Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-04-15 21:47:48+00:00,28,PT6M12S,hd,False,none,Data Analytics|Visualization|AI,173087,8131,2540,0,SYNTHETIC_SAMPLE,372,True,2022-04-16,2022,4,April,16,Saturday,3,Late Night,372,6.2,Medium,10671,6.1651,4.6976,1.4675,1579,109.62,5.15,1.61,Average
jff6_juLWPP,Deep Learning Full Project Walkthrough,[SYNTHETIC] Deep Learning Full Project Walkthrough — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-04-27 19:57:24+00:00,25,PT6M24S,sd,True,none,Pandas|SQL,18495,1014,153,0,SYNTHETIC_SAMPLE,384,False,2023-04-28,2023,4,April,28,Friday,1,Late Night,384,6.4,Medium,1167,6.3098,5.4826,0.8273,1202,15.39,0.84,0.13,Average
laiaFwH0qxV,I Tried Data Engineering for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Data Engineering for 30 Days — Here's What Happened — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-02-22 12:15:58+00:00,28,PT10M16S,hd,True,none,Deep Learning|NumPy|SQL|Machine Learning,24518,1388,246,0,SYNTHETIC_SAMPLE,616,False,2023-02-22,2023,2,February,22,Wednesday,17,Evening,616,10.27,Medium,1634,6.6645,5.6611,1.0033,1267,19.35,1.1,0.19,Average
kX5RhVa2acx,Data Engineering vs Everything — Which is Best?,[SYNTHETIC] Data Engineering vs Everything — Which is Best? — sample description for demo purposes.,UC_DATA002,DataDriven,2022-08-22 03:33:43+00:00,24,PT13M31S,hd,True,none,Pandas|Business Intelligence|Visualization|Tableau|Statistics,27436,1924,80,0,SYNTHETIC_SAMPLE,811,False,2022-08-22,2022,8,August,22,Monday,9,Morning,811,13.52,Medium,2004,7.3043,7.0127,0.2916,1451,18.91,1.33,0.06,High
oHcz43XtfDx,I Tried SQL for 30 Days — Here's What Happened,[SYNTHETIC] I Tried SQL for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2023-03-29 23:27:10+00:00,22,PT13M34S,sd,True,none,Statistics|ETL|Tableau|Visualization|NumPy,2500,142,3,0,SYNTHETIC_SAMPLE,814,False,2023-03-30,2023,3,March,30,Thursday,4,Late Night,814,13.57,Medium,145,5.8,5.68,0.12,1231,2.03,0.12,0.0,Average
SavWyVtn_A9,Advanced Python Techniques,[SYNTHETIC] Advanced Python Techniques — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-08-10 04:04:05+00:00,27,PT8M58S,sd,True,none,Pandas|Dashboard,43590,2088,423,0,SYNTHETIC_SAMPLE,538,False,2022-08-10,2022,8,August,10,Wednesday,9,Morning,538,8.97,Medium,2511,5.7605,4.7901,0.9704,1463,29.79,1.43,0.29,Average
zLdQis27z1u,Data Engineering Interview Questions and Answers,[SYNTHETIC] Data Engineering Interview Questions and Answers — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-12-05 08:02:10+00:00,22,PT1M24S,sd,True,none,Tableau|Machine Learning,19349,878,188,0,SYNTHETIC_SAMPLE,84,False,2023-12-05,2023,12,December,5,Tuesday,13,Afternoon,84,1.4,Short,1066,5.5093,4.5377,0.9716,981,19.72,0.9,0.19,Average
9ntqhkR0Sc1,Complete Power BI Course — Zero to Hero,[SYNTHETIC] Complete Power BI Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2023-05-25 05:02:00+00:00,27,PT10M21S,hd,True,none,Statistics|AI|Data Analytics,576564,22172,4768,0,SYNTHETIC_SAMPLE,621,True,2023-05-25,2023,5,May,25,Thursday,10,Morning,621,10.35,Medium,26940,4.6725,3.8455,0.827,1175,490.69,18.87,4.06,Average
ggYhdXomzR8,Excel Tutorial for Beginners,[SYNTHETIC] Excel Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-05-11 13:13:00+00:00,22,PT45M53S,sd,True,none,SQL|Tableau,11908,582,100,0,SYNTHETIC_SAMPLE,2753,False,2022-05-11,2022,5,May,11,Wednesday,18,Evening,2753,45.88,Long,682,5.7272,4.8875,0.8398,1554,7.66,0.37,0.06,Average
d7BUFyBw6rC,Advanced SQL Techniques,[SYNTHETIC] Advanced SQL Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-08-19 21:22:50+00:00,27,PT37M39S,hd,True,none,ETL|Deep Learning|Visualization|Python,17231,320,244,0,SYNTHETIC_SAMPLE,2259,False,2022-08-20,2022,8,August,20,Saturday,2,Late Night,2259,37.65,Long,564,3.2732,1.8571,1.4161,1453,11.86,0.22,0.17,Low
