video_id,title,description,channel_id,channel_title,published_at,category_id,duration,definition,caption_status,live_broadcast_content,tags,view_count,like_count,comment_count,favorite_count,data_source
5vWi-UG_dB1,Complete Data Science Course — Zero to Hero,[SYNTHETIC] Complete Data Science Course — Zero to Hero — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-06-14T02:13:04Z,28,PT14M40S,sd,false,none,NumPy|Data Engineering,9532,652,58,0,SYNTHETIC_SAMPLE
yXsperyYjyx,Statistics vs Everything — Which is Best?,[SYNTHETIC] Statistics vs Everything — Which is Best? — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-05-23T04:07:44Z,27,PT44M29S,hd,false,none,Statistics|NumPy|Power BI|SQL|Data Analytics,22216,511,199,0,SYNTHETIC_SAMPLE
JMY3aAXUJ-p,Data Engineering vs Everything — Which is Best?,[SYNTHETIC] Data Engineering vs Everything — Which is Best? — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-03-20T12:11:06Z,24,PT11M57S,hd,false,none,Machine Learning|NumPy|Data Science,22470,387,40,0,SYNTHETIC_SAMPLE
eqpOMmgt8vN,How to Master Machine Learning in 2024,[SYNTHETIC] How to Master Machine Learning in 2024 — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-05-27T22:12:20Z,24,PT9M42S,sd,false,none,Machine Learning|Data Science|Business Intelligence|Dashboard|Statistics,47962,1893,360,0,SYNTHETIC_SAMPLE
FKpy0zhKLIR,Complete Business Intelligence Course — Zero to Hero,[SYNTHETIC] Complete Business Intelligence Course — Zero to Hero — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-05-04T13:10:59Z,24,PT36M48S,hd,false,none,Data Engineering|Data Science|SQL,19379,589,204,0,SYNTHETIC_SAMPLE
Ye-EzG6SIYx,The Ultimate Machine Learning Guide,[SYNTHETIC] The Ultimate Machine Learning Guide — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-04-14T01:18:21Z,24,PT9M18S,hd,true,none,Statistics|Excel|Data Analytics,12148,681,132,0,SYNTHETIC_SAMPLE
JSoxDRSj-Es,How to Master Deep Learning in 2024,[SYNTHETIC] How to Master Deep Learning in 2024 — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-05-14T08:53:56Z,22,PT2M6S,hd,true,none,Data Science|Business Intelligence|Data Engineering|AI,11244,287,127,0,SYNTHETIC_SAMPLE
ecTbvgZ7VHJ,Why ETL is the Future of Tech,[SYNTHETIC] Why ETL is the Future of Tech — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-05-30T04:11:19Z,25,PT12M28S,sd,false,none,AI|Excel|Dashboard,7771,470,54,0,SYNTHETIC_SAMPLE
anrTYKZIxmh,Python Interview Questions and Answers,[SYNTHETIC] Python Interview Questions and Answers — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-11-07T21:33:41Z,24,PT8M22S,sd,false,none,AI|Power BI|Statistics|Excel|Deep Learning,25680,1064,172,0,SYNTHETIC_SAMPLE
RuphxjyMKBF,Excel Project Ideas for Your Resume,[SYNTHETIC] Excel Project Ideas for Your Resume — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-04-14T18:57:04Z,25,PT10M4S,hd,true,none,Data Science|Machine Learning|Excel|ETL|Deep Learning,16414,1219,148,0,SYNTHETIC_SAMPLE
yJPAFTCkKYo,Data Analytics Project Ideas for Your Resume,[SYNTHETIC] Data Analytics Project Ideas for Your Resume — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-02-20T18:57:40Z,25,PT5M9S,sd,true,none,Excel|Data Engineering|ETL|NumPy,12073,530,40,0,SYNTHETIC_SAMPLE
WCnBVPp3cq3,Power BI Explained in 10 Minutes,[SYNTHETIC] Power BI Explained in 10 Minutes — sample description for demo purposes.,UC_DATA002,DataDriven,2022-05-16T02:57:41Z,25,PT40M3S,sd,true,none,Tableau|Statistics|Deep Learning,22639,1085,259,0,SYNTHETIC_SAMPLE
IMk_sK8G50i,Learn Machine Learning the Right Way,[SYNTHETIC] Learn Machine Learning the Right Way — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-10-02T09:25:09Z,25,PT8M31S,hd,false,none,Machine Learning|Pandas|Visualization,3659,242,32,0,SYNTHETIC_SAMPLE
CO4fGr7x8ua,Build a AI Dashboard from Scratch,[SYNTHETIC] Build a AI Dashboard from Scratch — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-05-25T16:34:21Z,27,PT3M41S,sd,false,none,Visualization|AI,15091,434,98,0,SYNTHETIC_SAMPLE
KFvRdgYDh2C,Build a Tableau Dashboard from Scratch,[SYNTHETIC] Build a Tableau Dashboard from Scratch — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-01-02T01:12:01Z,24,PT9M50S,sd,true,none,Data Science|Excel|NumPy,29826,1003,264,0,SYNTHETIC_SAMPLE
UWBfgneLHCa,How to Master NumPy in 2024,[SYNTHETIC] How to Master NumPy in 2024 — sample description for demo purposes.,UC_DATA002,DataDriven,2023-06-18T17:22:21Z,22,PT7M49S,hd,false,none,ETL|SQL|Pandas,11455,156,109,0,SYNTHETIC_SAMPLE
Wi-jHaPCUOj,How to Master Power BI in 2024,[SYNTHETIC] How to Master Power BI in 2024 — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-10-02T13:39:26Z,28,PT10M6S,sd,true,none,Power BI|Machine Learning,14832,290,173,0,SYNTHETIC_SAMPLE
PpMUs8b24nM,Why AI is the Future of Tech,[SYNTHETIC] Why AI is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-21T01:15:07Z,25,PT36M29S,sd,false,none,Pandas|ETL,48718,3184,199,0,SYNTHETIC_SAMPLE
-7i3KxRW9Xb,Build a Pandas Dashboard from Scratch,[SYNTHETIC] Build a Pandas Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-04-15T21:47:48Z,28,PT6M12S,hd,false,none,Data Analytics|Visualization|AI,173087,8131,2540,0,SYNTHETIC_SAMPLE
jff6_juLWPP,Deep Learning Full Project Walkthrough,[SYNTHETIC] Deep Learning Full Project Walkthrough — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-04-27T19:57:24Z,25,PT6M24S,sd,true,none,Pandas|SQL,18495,1014,153,0,SYNTHETIC_SAMPLE
laiaFwH0qxV,I Tried Data Engineering for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Data Engineering for 30 Days — Here's What Happened — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-02-22T12:15:58Z,28,PT10M16S,hd,true,none,Deep Learning|NumPy|SQL|Machine Learning,24518,1388,246,0,SYNTHETIC_SAMPLE
kX5RhVa2acx,Data Engineering vs Everything — Which is Best?,[SYNTHETIC] Data Engineering vs Everything — Which is Best? — sample description for demo purposes.,UC_DATA002,DataDriven,2022-08-22T03:33:43Z,24,PT13M31S,hd,true,none,Pandas|Business Intelligence|Visualization|Tableau|Statistics,27436,1924,80,0,SYNTHETIC_SAMPLE
oHcz43XtfDx,I Tried SQL for 30 Days — Here's What Happened,[SYNTHETIC] I Tried SQL for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2023-03-29T23:27:10Z,22,PT13M34S,sd,true,none,Statistics|ETL|Tableau|Visualization|NumPy,2500,142,3,0,SYNTHETIC_SAMPLE
SavWyVtn_A9,Advanced Python Techniques,[SYNTHETIC] Advanced Python Techniques — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-08-10T04:04:05Z,27,PT8M58S,sd,true,none,Pandas|Dashboard,43590,2088,423,0,SYNTHETIC_SAMPLE
zLdQis27z1u,Data Engineering Interview Questions and Answers,[SYNTHETIC] Data Engineering Interview Questions and Answers — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-12-05T08:02:10Z,22,PT1M24S,sd,true,none,Tableau|Machine Learning,19349,878,188,0,SYNTHETIC_SAMPLE
9ntqhkR0Sc1,Complete Power BI Course — Zero to Hero,[SYNTHETIC] Complete Power BI Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2023-05-25T05:02:00Z,27,PT10M21S,hd,true,none,Statistics|AI|Data Analytics,576564,22172,4768,0,SYNTHETIC_SAMPLE
ggYhdXomzR8,Excel Tutorial for Beginners,[SYNTHETIC] Excel Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-05-11T13:13:00Z,22,PT45M53S,sd,true,none,SQL|Tableau,11908,582,100,0,SYNTHETIC_SAMPLE
d7BUFyBw6rC,Advanced SQL Techniques,[SYNTHETIC] Advanced SQL Techniques — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-08-19T21:22:50Z,27,PT37M39S,hd,true,none,ETL|Deep Learning|Visualization|Python,17231,320,244,0,SYNTHETIC_SAMPLE
IbyTEYwKurb,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2024-07-16T14:06:40Z,22,PT13M58S,hd,true,none,Data Analytics|ETL|Statistics|AI,28776,789,429,0,SYNTHETIC_SAMPLE
VW8K_y7-lpu,Top 10 Power BI Tips and Tricks,[SYNTHETIC] Top 10 Power BI Tips and Tricks — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-12-19T17:24:12Z,27,PT9M32S,sd,true,none,Machine Learning|Tableau|ETL|NumPy,11070,524,132,0,SYNTHETIC_SAMPLE
EvNZvlZ3djT,ETL Tutorial for Beginners,[SYNTHETIC] ETL Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-08-09T01:11:38Z,27,PT1M59S,hd,false,none,Statistics|AI,59112,3080,46,0,SYNTHETIC_SAMPLE
OFuTJ4NwQ0y,Why Data Science is the Future of Tech,[SYNTHETIC] Why Data Science is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2024-12-05T13:04:56Z,22,PT1M40S,sd,true,none,Python|AI|Data Analytics,73959,4531,505,0,SYNTHETIC_SAMPLE
7jVp_k4fTO4,Advanced Business Intelligence Techniques,[SYNTHETIC] Advanced Business Intelligence Techniques — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-11-25T19:34:15Z,25,PT56M45S,hd,false,none,Pandas|SQL|Statistics,51674,1315,449,0,SYNTHETIC_SAMPLE
FyIgE3PRke2,Python Tutorial for Beginners,[SYNTHETIC] Python Tutorial for Beginners — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-04-04T02:59:24Z,28,PT12M9S,hd,false,none,Power BI|SQL|Business Intelligence|Dashboard,5036,391,67,0,SYNTHETIC_SAMPLE
5TBPMBdv_AJ,SQL vs Everything — Which is Best?,[SYNTHETIC] SQL vs Everything — Which is Best? — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-04-19T01:20:08Z,27,PT21M22S,sd,false,none,Pandas|Power BI|Data Analytics|Tableau,96904,3261,1432,0,SYNTHETIC_SAMPLE
Mmbksf2tzFQ,Why Data Analytics is the Future of Tech,[SYNTHETIC] Why Data Analytics is the Future of Tech — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-05-22T13:49:44Z,27,PT1M22S,sd,true,none,AI|Statistics|Excel|Pandas,2231,68,22,0,SYNTHETIC_SAMPLE
SgQZAWodyH9,Build a Data Engineering Dashboard from Scratch,[SYNTHETIC] Build a Data Engineering Dashboard from Scratch — sample description for demo purposes.,UC_TECH001,TechInsights,2024-12-03T07:44:56Z,22,PT9M35S,sd,true,none,Data Science|SQL|AI|Data Engineering|Deep Learning,101114,5004,272,0,SYNTHETIC_SAMPLE
l__ZiB-B-O1,Learn Dashboard the Right Way,[SYNTHETIC] Learn Dashboard the Right Way — sample description for demo purposes.,UC_TECH001,TechInsights,2023-02-05T14:42:01Z,25,PT7M30S,sd,true,none,AI|Visualization,692681,12758,7951,0,SYNTHETIC_SAMPLE
HAAjLW87Kgs,Build a Dashboard Dashboard from Scratch,[SYNTHETIC] Build a Dashboard Dashboard from Scratch — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-04-12T01:51:48Z,22,PT15M51S,sd,false,none,AI|ETL|Dashboard|Python,7615,495,72,0,SYNTHETIC_SAMPLE
vpV65b0trFS,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-06-02T13:48:34Z,22,PT11M51S,hd,true,none,Data Engineering|Business Intelligence|NumPy|Statistics,10136,128,135,0,SYNTHETIC_SAMPLE
30GktGi24bm,Top 10 SQL Tips and Tricks,[SYNTHETIC] Top 10 SQL Tips and Tricks — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-11-08T19:38:11Z,25,PT11M56S,hd,true,none,Data Engineering|Data Analytics,20286,1255,233,0,SYNTHETIC_SAMPLE
RpFC9EJw1q1,Why NumPy is the Future of Tech,[SYNTHETIC] Why NumPy is the Future of Tech — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-05-21T10:03:18Z,27,PT49M29S,sd,true,none,Data Analytics|Excel|Tableau|Deep Learning|Power BI,13663,516,189,0,SYNTHETIC_SAMPLE
REilZoM8TTr,The Ultimate NumPy Guide,[SYNTHETIC] The Ultimate NumPy Guide — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-08-08T20:01:19Z,27,PT5M20S,sd,false,none,Tableau|Data Engineering|Data Science|Business Intelligence,6999,493,101,0,SYNTHETIC_SAMPLE
sREvrurP8Pm,Power BI Tutorial for Beginners,[SYNTHETIC] Power BI Tutorial for Beginners — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-03-14T14:06:09Z,25,PT11M23S,hd,true,none,Business Intelligence|Machine Learning|Python|Visualization|Pandas,19543,963,178,0,SYNTHETIC_SAMPLE
0vTROE8wtkQ,Deep Learning Full Project Walkthrough,[SYNTHETIC] Deep Learning Full Project Walkthrough — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-05-17T04:59:44Z,22,PT5M36S,hd,false,none,ETL|Machine Learning,4192,213,62,0,SYNTHETIC_SAMPLE
VtYvqs2E3L8,The Ultimate Excel Guide,[SYNTHETIC] The Ultimate Excel Guide — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-04-21T15:06:54Z,25,PT59M41S,sd,true,none,AI|Dashboard,26479,430,149,0,SYNTHETIC_SAMPLE
-5-j3lfv-ud,Data Analytics Project Ideas for Your Resume,[SYNTHETIC] Data Analytics Project Ideas for Your Resume — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-12-04T05:45:57Z,24,PT24M23S,sd,true,none,Excel|ETL|SQL,4976,395,27,0,SYNTHETIC_SAMPLE
cmxau1mROpS,The Ultimate Deep Learning Guide,[SYNTHETIC] The Ultimate Deep Learning Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2023-06-19T22:17:24Z,25,PT12M19S,sd,true,none,AI|Dashboard,128464,9965,778,0,SYNTHETIC_SAMPLE
HBRi-FWk6Zb,SQL Project Ideas for Your Resume,[SYNTHETIC] SQL Project Ideas for Your Resume — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2022-12-15T11:18:23Z,27,PT2M14S,hd,true,none,Dashboard|Excel,5859,245,47,0,SYNTHETIC_SAMPLE
Mdg1dhChqSn,Data Analytics Full Project Walkthrough,[SYNTHETIC] Data Analytics Full Project Walkthrough — sample description for demo purposes.,UC_DATA002,DataDriven,2024-12-01T06:14:28Z,22,PT32M28S,hd,false,none,Power BI|Dashboard|NumPy|Data Science|Data Engineering,20383,1304,194,0,SYNTHETIC_SAMPLE
FMX1_wAkJ6S,Power BI vs Everything — Which is Best?,[SYNTHETIC] Power BI vs Everything — Which is Best? — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-01-17T16:27:02Z,24,PT7M,sd,true,none,Python|SQL,53088,1581,630,0,SYNTHETIC_SAMPLE
5PD_qd032xR,Complete ETL Course — Zero to Hero,[SYNTHETIC] Complete ETL Course — Zero to Hero — sample description for demo purposes.,UC_DATA002,DataDriven,2023-10-24T18:15:08Z,25,PT49M56S,hd,true,none,Python|Machine Learning,6849,104,75,0,SYNTHETIC_SAMPLE
0lz9ry2ZPZh,Advanced Statistics Techniques,[SYNTHETIC] Advanced Statistics Techniques — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-12-17T11:05:38Z,22,PT9M34S,hd,true,none,Deep Learning|ETL,26276,1878,48,0,SYNTHETIC_SAMPLE
U5EF4CePa3H,Learn AI the Right Way,[SYNTHETIC] Learn AI the Right Way — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-06-14T19:01:59Z,27,PT5M29S,hd,false,none,Deep Learning|Pandas,57597,4053,763,0,SYNTHETIC_SAMPLE
a7GEFkWuvrG,Complete AI Course — Zero to Hero,[SYNTHETIC] Complete AI Course — Zero to Hero — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-05T03:57:44Z,22,PT53M7S,sd,false,none,SQL|Data Engineering|Dashboard,1743,126,16,0,SYNTHETIC_SAMPLE
zcJ0Y9O4JPD,Build a ETL Dashboard from Scratch,[SYNTHETIC] Build a ETL Dashboard from Scratch — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-06-14T11:57:56Z,28,PT13M29S,sd,true,none,Data Engineering|Business Intelligence|ETL,14976,931,11,0,SYNTHETIC_SAMPLE
OZJxg5F0VAq,How to Master Power BI in 2024,[SYNTHETIC] How to Master Power BI in 2024 — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-11-01T08:28:54Z,24,PT30M9S,hd,true,none,Tableau|Data Engineering|Visualization|Statistics|Excel,34149,346,192,0,SYNTHETIC_SAMPLE
Q9iFHd71EG6,Advanced Data Analytics Techniques,[SYNTHETIC] Advanced Data Analytics Techniques — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-03T06:35:08Z,24,PT7M6S,hd,true,none,AI|Business Intelligence,76660,4910,539,0,SYNTHETIC_SAMPLE
iASVtS3T7Om,Pandas Explained in 10 Minutes,[SYNTHETIC] Pandas Explained in 10 Minutes — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2024-08-27T14:39:15Z,24,PT10M51S,sd,false,none,Excel|Dashboard|Business Intelligence,4079,317,28,0,SYNTHETIC_SAMPLE
I4BagyddrY_,Build a Visualization Dashboard from Scratch,[SYNTHETIC] Build a Visualization Dashboard from Scratch — sample description for demo purposes.,UC_DATA002,DataDriven,2024-11-27T14:38:17Z,22,PT12M7S,sd,true,none,Data Science|Tableau,6151,351,82,0,SYNTHETIC_SAMPLE
JpYZsQ7y9_u,How to Master Data Engineering in 2024,[SYNTHETIC] How to Master Data Engineering in 2024 — sample description for demo purposes.,UC_TECH001,TechInsights,2024-05-07T16:41:49Z,22,PT14M35S,hd,true,none,Tableau|Data Engineering|Pandas|Dashboard,93536,6597,1053,0,SYNTHETIC_SAMPLE
RllGyBJiLqv,Visualization Interview Questions and Answers,[SYNTHETIC] Visualization Interview Questions and Answers — sample description for demo purposes.,UC_PYTH006,PythonPro,2022-08-29T11:34:29Z,25,PT8M18S,hd,true,none,Data Analytics|Data Science|ETL|AI,35703,1092,109,0,SYNTHETIC_SAMPLE
kIzw4Qvs8NE,Business Intelligence vs Everything — Which is Best?,[SYNTHETIC] Business Intelligence vs Everything — Which is Best? — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-05-22T00:04:25Z,28,PT8M8S,hd,true,none,Data Engineering|Pandas|Dashboard|Python,33766,1568,401,0,SYNTHETIC_SAMPLE
XGGFsPufg_X,Power BI Full Project Walkthrough,[SYNTHETIC] Power BI Full Project Walkthrough — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-04-08T07:21:14Z,24,PT9M49S,hd,true,none,Tableau|Deep Learning|Power BI,37887,444,302,0,SYNTHETIC_SAMPLE
DvfdYJKoqyO,The Ultimate Deep Learning Guide,[SYNTHETIC] The Ultimate Deep Learning Guide — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-11-04T16:20:36Z,25,PT19M56S,sd,true,none,Power BI|Python|SQL|AI|Statistics,19898,1239,54,0,SYNTHETIC_SAMPLE
fWCzQEIizZI,Advanced Statistics Techniques,[SYNTHETIC] Advanced Statistics Techniques — sample description for demo purposes.,UC_TECH001,TechInsights,2024-09-11T22:56:09Z,28,PT9M56S,hd,false,none,Python|Machine Learning|Power BI|Visualization,66070,4299,321,0,SYNTHETIC_SAMPLE
5wAPGko1mlZ,AI vs Everything — Which is Best?,[SYNTHETIC] AI vs Everything — Which is Best? — sample description for demo purposes.,UC_TECH001,TechInsights,2022-03-26T11:44:34Z,25,PT6M27S,sd,true,none,SQL|NumPy|Power BI|ETL,71073,2226,806,0,SYNTHETIC_SAMPLE
5uCNtLKxuBa,Complete Statistics Course — Zero to Hero,[SYNTHETIC] Complete Statistics Course — Zero to Hero — sample description for demo purposes.,UC_SQLE008,SQLExpert,2023-01-18T10:04:27Z,22,PT9M,hd,false,none,Statistics|Machine Learning|Business Intelligence|Data Engineering,5092,86,48,0,SYNTHETIC_SAMPLE
M12iIq4eebG,Why Data Engineering is the Future of Tech,[SYNTHETIC] Why Data Engineering is the Future of Tech — sample description for demo purposes.,UC_SQLE008,SQLExpert,2022-02-18T11:00:18Z,24,PT48M15S,sd,true,none,Visualization|NumPy,112599,5474,343,0,SYNTHETIC_SAMPLE
fxap9_RWikK,Statistics Full Project Walkthrough,[SYNTHETIC] Statistics Full Project Walkthrough — sample description for demo purposes.,UC_SQLE008,SQLExpert,2024-05-28T23:01:12Z,27,PT9M57S,hd,false,none,Data Analytics|Pandas|ETL|Power BI,21189,410,164,0,SYNTHETIC_SAMPLE
y64cPg9OrVL,Top 10 Statistics Tips and Tricks,[SYNTHETIC] Top 10 Statistics Tips and Tricks — sample description for demo purposes.,UC_DATA002,DataDriven,2024-06-04T17:06:40Z,22,PT1M52S,hd,false,none,Statistics|SQL|NumPy|Tableau|Power BI,7182,332,86,0,SYNTHETIC_SAMPLE
CoGrjkM0QAv,Build a Statistics Dashboard from Scratch,[SYNTHETIC] Build a Statistics Dashboard from Scratch — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-06-26T01:34:22Z,22,PT56M15S,sd,false,none,Tableau|Excel|Deep Learning|Python|Power BI,39576,414,525,0,SYNTHETIC_SAMPLE
k7Hz_O4U08n,Complete Excel Course — Zero to Hero,[SYNTHETIC] Complete Excel Course — Zero to Hero — sample description for demo purposes.,UC_TECH001,TechInsights,2024-07-31T04:55:27Z,27,PT5M40S,sd,false,none,Pandas|Deep Learning|Machine Learning,15524,1123,40,0,SYNTHETIC_SAMPLE
eyibH6R0Ml5,Dashboard Explained in 10 Minutes,[SYNTHETIC] Dashboard Explained in 10 Minutes — sample description for demo purposes.,UC_CODE003,CodeMaster,2024-07-20T18:40:45Z,25,PT10M50S,hd,true,none,ETL|Machine Learning,51430,3834,470,0,SYNTHETIC_SAMPLE
8EXwZ61KBqX,Dashboard Full Project Walkthrough,[SYNTHETIC] Dashboard Full Project Walkthrough — sample description for demo purposes.,UC_TECH001,TechInsights,2022-05-11T04:56:45Z,24,PT5M44S,sd,false,none,Tableau|Python|Dashboard|Data Science,200805,11814,1349,0,SYNTHETIC_SAMPLE
BLqIKN-znJJ,Python Full Project Walkthrough,[SYNTHETIC] Python Full Project Walkthrough — sample description for demo purposes.,UC_DATA002,DataDriven,2022-10-05T15:08:58Z,25,PT10M23S,sd,false,none,Data Science|Statistics|AI|Dashboard,11205,432,22,0,SYNTHETIC_SAMPLE
YZNRdyOZ0EM,Build a Pandas Dashboard from Scratch,[SYNTHETIC] Build a Pandas Dashboard from Scratch — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-05-17T22:07:23Z,28,PT26M3S,hd,false,none,Statistics|SQL|Data Analytics,63547,1081,500,0,SYNTHETIC_SAMPLE
OCmQZscMHok,Dashboard Explained in 10 Minutes,[SYNTHETIC] Dashboard Explained in 10 Minutes — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2022-02-26T00:27:23Z,24,PT5M58S,sd,true,none,Excel|SQL,29538,2250,366,0,SYNTHETIC_SAMPLE
T6JUJLw0o9D,The Ultimate Statistics Guide,[SYNTHETIC] The Ultimate Statistics Guide — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-09-20T12:35:19Z,24,PT15M,hd,false,none,Deep Learning|Dashboard|Power BI,40226,966,29,0,SYNTHETIC_SAMPLE
0KS9KXW9DDL,Why Data Science is the Future of Tech,[SYNTHETIC] Why Data Science is the Future of Tech — sample description for demo purposes.,UC_DATA002,DataDriven,2022-02-12T11:42:28Z,25,PT50M3S,sd,true,none,SQL|AI|Pandas|Business Intelligence,292173,22488,3857,0,SYNTHETIC_SAMPLE
szVvJlunKlV,Why Deep Learning is the Future of Tech,[SYNTHETIC] Why Deep Learning is the Future of Tech — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2022-10-23T09:57:29Z,22,PT5M9S,sd,true,none,Pandas|NumPy|Tableau,33521,1979,144,0,SYNTHETIC_SAMPLE
f9Fa292xu54,Pandas Project Ideas for Your Resume,[SYNTHETIC] Pandas Project Ideas for Your Resume — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2024-06-11T11:38:05Z,27,PT7M39S,sd,false,none,Dashboard|NumPy|AI,18213,1175,40,0,SYNTHETIC_SAMPLE
GzRl_SDSanL,Machine Learning Tutorial for Beginners,[SYNTHETIC] Machine Learning Tutorial for Beginners — sample description for demo purposes.,UC_LEAI004,LearnWithAI,2023-05-21T13:08:27Z,25,PT12M13S,sd,false,none,Visualization|NumPy|Pandas,15475,672,129,0,SYNTHETIC_SAMPLE
x2rliKogrpB,Why Business Intelligence is the Future of Tech,[SYNTHETIC] Why Business Intelligence is the Future of Tech — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2023-08-15T16:21:42Z,24,PT12M14S,hd,true,none,ETL|Python|Excel,5635,139,60,0,SYNTHETIC_SAMPLE
Fq2dgknq1gV,Advanced Machine Learning Techniques,[SYNTHETIC] Advanced Machine Learning Techniques — sample description for demo purposes.,UC_BIZA007,BizAnalyst,2023-02-08T12:53:41Z,24,PT50M18S,sd,false,none,Statistics|Python|Deep Learning|Data Analytics,16409,777,83,0,SYNTHETIC_SAMPLE
wRFV4ysOjkZ,I Tried Tableau for 30 Days — Here's What Happened,[SYNTHETIC] I Tried Tableau for 30 Days — Here's What Happened — sample description for demo purposes.,UC_PYTH006,PythonPro,2023-06-09T02:44:52Z,25,PT14M11S,sd,false,none,SQL|Excel,37647,836,444,0,SYNTHETIC_SAMPLE
4X8VHCk2ipq,Why Business Intelligence is the Future of Tech,[SYNTHETIC] Why Business Intelligence is the Future of Tech — sample description for demo purposes.,UC_PYTH006,PythonPro,2024-12-24T11:52:29Z,27,PT9M33S,hd,true,none,AI|Power BI|Dashboard,34844,1825,217,0,SYNTHETIC_SAMPLE
gNf7yoVCiHk,Visualization Tutorial for Beginners,[SYNTHETIC] Visualization Tutorial for Beginners — sample description for demo purposes.,UC_DATA002,DataDriven,2022-02-24T14:40:21Z,24,PT2M41S,sd,false,none,Data Engineering|NumPy|Visualization|SQL|Statistics,80948,3778,1209,0,SYNTHETIC_SAMPLE
I6EoftAjaHW,The Ultimate Data Engineering Guide,[SYNTHETIC] The Ultimate Data Engineering Guide — sample description for demo purposes.,UC_CODE003,CodeMaster,2022-07-31T17:38:57Z,25,PT14M37S,sd,false,none,Visualization|Python|ETL|AI|Pandas,20314,821,198,0,SYNTHETIC_SAMPLE
m4BpTP1ofOH,Learn Deep Learning the Right Way,[SYNTHETIC] Learn Deep Learning the Right Way — sample description for demo purposes.,UC_ANAL005,AnalyticsHub,2024-08-10T14:21:27Z,28,PT8M56S,sd,false,none,Deep Learning|Tableau|SQL|ETL,85823,5644,725,0,SYNTHETIC_SAMPLE
